1	1
2	1
4	0
8	0.25
16	0.25
32	0.375
64	0.03125
128	0.015625
256	0.0390625
512	0.015625
1024	0.00585938
2048	0.00292969
4096	0.0131836
8192	0.000488281
16384	0.00183105
