0.05    -10.2182    2    3
0.1    -8.045    2    3
0.15    -7.07651    2    3
0.2    -6.44122    2    3
0.25    -5.97167    2    3
0.3    -5.60327    2    3
0.35    -5.30398    2    3
0.4    -5.05555    2    3
0.45    -4.84658    2    3
0.5    -4.66948    2    3
0.55    -4.51894    2    3
0.6    -4.39111    2    3
0.65    -4.28311    2    3
0.7    -4.19277    2    3
0.75    -4.11839    2    3
0.8    -4.05862    2    3
0.85    -4.01245    2    3
0.9    -3.97905    2    3
0.95    -3.95781    2    3
1    -3.94831    2    3
1.05    -3.95028    2    3
1.1    -3.96361    2    3
1.15    -3.98838    2    3
1.2    -4.02491    2    3
1.25    -4.07372    2    3
1.3    -4.13571    2    3
1.35    -4.2122    2    3
1.4    -4.30515    2    3
1.45    -4.41746    2    3
1.5    -4.55357    2    3
1.55    -4.72048    2    3
1.6    -4.93004    2    3
1.65    -5.20446    2    3
1.7    -5.59303    2    3
1.75    -6.24714    2    3
1.8    -8.85821    2    3
1.85    -6.40988    2    3
1.9    -5.67958    2    3
1.95    -5.26741    2    3
2    -4.98179    2    3
2.05    -4.76519    2    3
2.1    -4.59244    2    3
2.15    -4.45025    2    3
2.2    -4.33071    2    3
2.25    -4.22875    2    3
2.3    -4.14089    2    3
2.35    -4.06469    2    3
2.4    -3.9983    2    3
2.45    -3.94037    2    3
2.5    -3.88982    2    3
2.55    -3.84581    2    3
2.6    -3.80767    2    3
2.65    -3.77484    2    3
2.7    -3.74688    2    3
2.75    -3.72343    2    3
2.8    -3.70416    2    3
2.85    -3.68883    2    3
2.9    -3.67721    2    3
2.95    -3.66912    2    3
3    -3.6644    2    3
3.05    -3.66292    2    3
3.1    -3.66455    2    3
3.15    -3.6692    2    3
3.2    -3.67676    2    3
3.25    -3.68715    2    3
3.3    -3.70027    2    3
3.35    -3.71603    2    3
3.4    -3.73433    2    3
3.45    -3.75503    2    3
3.5    -3.77799    2    3
3.55    -3.80302    2    3
3.6    -3.82989    2    3
3.65    -3.85827    2    3
3.7    -3.88779    2    3
3.75    -3.91794    2    3
3.8    -3.94807    2    3
3.85    -3.97738    2    3
3.9    -4.00487    2    3
3.95    -4.02932    2    3
4    -4.04929    2    3
4.05    -4.06311    2    3
4.1    -4.06893    2    3
4.15    -4.06482    2    3
4.2    -4.04888    2    3
4.25    -4.01942    2    3
4.3    -3.97513    2    3
4.35    -3.91528    2    3
4.4    -3.83977    2    3
4.45    -3.74917    2    3
4.5    -3.64464    2    3
4.55    -3.52773    2    3
4.6    -3.40027    2    3
4.65    -3.26413    2    3
4.7    -3.1211    2    3
4.75    -2.97281    2    3
4.8    -2.82069    2    3
4.85    -2.6659    2    3
4.9    -2.50938    2    3
4.95    -2.35187    2    3
5    -2.19391    2    3
5.05    -2.03587    2    3
5.1    -1.87797    2    3
5.15    -1.72032    2    3
5.2    -1.5629    2    3
5.25    -1.40556    2    3
5.3    -1.24805    2    3
5.35    -1.08999    2    3
5.4    -0.930846    2    3
5.45    -0.769943    2    3
5.5    -0.606395    2    3
5.55    -0.439079    2    3
5.6    -0.266568    2    3
5.65    -0.0870463    2    3
5.7    0.101806    2    3
5.75    0.30296    2    3
5.8    0.520239    2    3
5.85    0.758553    2    3
5.9    1.02415    2    3
5.95    1.3248    2    3
6    1.66959    2    3
6.05    2.06802    2    3
6.1    2.52766    2    3
6.15    3.05068    2    3
6.2    3.63115    2    3
6.25    4.25628    2    3
6.3    4.91135    2    3
6.35    5.58425    2    3
6.4    6.26697    2    3
6.45    6.95483    2    3
6.5    7.64533    2    3
6.55    8.33715    2    3
6.6    9.02964    2    3
6.65    9.72246    2    3
6.7    10.4154    2    3
6.75    11.1085    2    3
6.8    11.8016    2    3
6.85    12.4947    2    3
6.9    13.1879    2    3
6.95    13.881    2    3
7    14.5742    2    3
7.05    15.2673    2    3
7.1    15.9605    2    3
7.15    16.6536    2    3
7.2    17.3468    2    3
7.25    18.0399    2    3
7.3    18.733    2    3
7.35    19.4262    2    3
7.4    20.1193    2    3
7.45    20.8125    2    3
7.5    21.5056    2    3
7.55    22.1988    2    3
7.6    22.8919    2    3
7.65    23.5851    2    3
7.7    24.2782    2    3
7.75    24.9714    2    3
7.8    25.6645    2    3
7.85    26.3577    2    3
7.9    27.0508    2    3
7.95    27.744    2    3
8    28.4371    2    3
8.05    29.1303    2    3
8.1    29.8234    2    3
8.15    30.5165    2    3
8.2    31.2097    2    3
8.25    31.9028    2    3
8.3    32.596    2    3
8.35    33.2891    2    3
8.4    33.9823    2    3
8.45    34.6754    2    3
8.5    35.3686    2    3
8.55    36.0617    2    3
8.6    36.7549    2    3
8.65    37.448    2    3
8.7    38.1412    2    3
8.75    38.8343    2    3
8.8    39.5275    2    3
8.85    40.2206    2    3
8.9    40.9138    2    3
8.95    41.6069    2    3
9    42.3    2    3
9.05    42.9932    2    3
9.1    43.6863    2    3
9.15    44.3795    2    3
9.2    45.0726    2    3
9.25    45.7658    2    3
9.3    46.4589    2    3
9.35    47.1521    2    3
9.4    47.8452    2    3
9.45    48.5384    2    3
9.5    49.2315    2    3
9.55    49.9247    2    3
9.6    50.6178    2    3
9.65    51.311    2    3
9.7    52.0041    2    3
9.75    52.6973    2    3
9.8    53.3904    2    3
9.85    54.0836    2    3
9.9    54.7767    2    3
9.95    55.4698    2    3
10    56.163    2    3
