0.1    -8.14227    2    3
0.2    -5.97492    2    3
0.3    -5.02698    2    3
0.4    -4.42685    2    3
0.5    -4.00804    2    3
0.6    -3.7069    2    3
0.7    -3.49239    2    3
0.8    -3.34729    2    3
0.9    -3.26143    2    3
1    -3.22882    2    3
1.1    -3.24662    2    3
1.2    -3.31499    2    3
1.3    -3.43814    2    3
1.4    -3.62709    2    3
1.5    -3.90747    2    3
1.6    -4.34592    2    3
1.7    -5.20179    2    3
1.8    -6.21177    2    3
1.9    -4.67085    2    3
2    -4.11041    2    3
2.1    -3.77284    2    3
2.2    -3.53964    2    3
2.3    -3.36851    2    3
2.4    -3.2394    2    3
2.5    -3.14122    2    3
2.6    -3.06722    2    3
2.7    -3.01302    2    3
2.8    -2.97563    2    3
2.9    -2.95295    2    3
3    -2.94344    2    3
3.1    -2.94593    2    3
3.2    -2.95944    2    3
3.3    -2.98308    2    3
3.4    -3.01586    2    3
3.5    -3.05653    2    3
3.6    -3.10329    2    3
3.7    -3.15344    2    3
3.8    -3.20293    2    3
3.9    -3.24579    2    3
4    -3.27374    2    3
4.1    -3.27633    2    3
4.2    -3.24229    2    3
4.3    -3.1622    2    3
4.4    -3.03166    2    3
4.5    -2.853    2    3
4.6    -2.63413    2    3
4.7    -2.38549    2    3
4.8    -2.11709    2    3
4.9    -1.83684    2    3
5    -1.55003    2    3
5.1    -1.25962    2    3
5.2    -0.966553    2    3
5.3    -0.670046    2    3
5.4    -0.367686    2    3
5.5    -0.0553614    2    3
5.6    0.272922    2    3
5.7    0.625206    2    3
5.8    1.01142    2    3
5.9    1.44233    2    3
6    1.92694    2    3
6.1    2.4686    2    3
6.2    3.0622    2    3
6.3    3.6958    2    3
6.4    4.35583    2    3
6.5    5.03144    2    3
6.6    5.71555    2    3
6.7    6.40411    2    3
6.8    7.09495    2    3
6.9    7.78694    2    3
7    8.47951    2    3
7.1    9.17237    2    3
7.2    9.86538    2    3
7.3    10.5585    2    3
7.4    11.2516    2    3
7.5    11.9447    2    3
7.6    12.6378    2    3
7.7    13.331    2    3
7.8    14.0241    2    3
7.9    14.7173    2    3
8    15.4104    2    3
8.1    16.1036    2    3
8.2    16.7967    2    3
8.3    17.4899    2    3
8.4    18.183    2    3
8.5    18.8761    2    3
8.6    19.5693    2    3
8.7    20.2624    2    3
8.8    20.9556    2    3
8.9    21.6487    2    3
9    22.3419    2    3
9.1    23.035    2    3
9.2    23.7282    2    3
9.3    24.4213    2    3
9.4    25.1145    2    3
9.5    25.8076    2    3
9.6    26.5008    2    3
9.7    27.1939    2    3
9.8    27.8871    2    3
9.9    28.5802    2    3
10    29.2734    2    3
10.1    29.9665    2    3
