0.1    -15.7491    1    4
0.2    -14.5385    1    4
0.3    -13.9123    1    4
0.4    -13.6059    1    4
0.5    -13.5944    1    4
0.6    -14.1211    1    4
0.7    -14.5514    1    4
0.8    -12.8923    1    4
0.9    -12.1261    1    4
1    -11.6041    1    4
1.1    -11.2107    1    4
1.2    -10.9019    1    4
1.3    -10.6551    1    4
1.4    -10.457    1    4
1.5    -10.2989    1    4
1.6    -10.1747    1    4
1.7    -10.0798    1    4
1.8    -10.0106    1    4
1.9    -9.9643    1    4
2    -9.93836    1    4
2.1    -9.93057    1    4
2.2    -9.93878    1    4
2.3    -9.96075    1    4
2.4    -9.99404    1    4
2.5    -10.0359    1    4
2.6    -10.0831    1    4
2.7    -10.1319    1    4
2.8    -10.1783    1    4
2.9    -10.2181    1    4
3    -10.2472    1    4
3.1    -10.2625    1    4
3.2    -10.262    1    4
3.3    -10.2458    1    4
3.4    -10.215    1    4
3.5    -10.1725    1    4
3.6    -10.1214    1    4
3.7    -10.0652    1    4
3.8    -10.0069    1    4
3.9    -9.94878    1    4
4    -9.89248    1    4
4.1    -9.83881    1    4
4.2    -9.78774    1    4
4.3    -9.73848    1    4
4.4    -9.68945    1    4
4.5    -9.63843    1    4
4.6    -9.58264    1    4
4.7    -9.51912    1    4
4.8    -9.44511    1    4
4.9    -9.35861    1    4
5    -9.25887    1    4
5.1    -9.14672    1    4
5.2    -9.02451    1    4
5.3    -8.89578    1    4
5.4    -8.76479    1    4
5.5    -8.63593    1    4
5.6    -8.51338    1    4
5.7    -8.40084    1    4
5.8    -8.30139    1    4
5.9    -8.21756    1    4
6    -8.15129    1    4
6.1    -8.10402    1    4
6.2    -8.07673    1    4
6.3    -8.06998    1    4
