0.1    -8.21389    2    5
0.2    -5.96468    2    5
0.3    -4.78464    2    5
0.4    -4.098    2    5
0.5    -3.63053    2    5
0.6    -3.29741    2    5
0.7    -3.06112    2    5
0.8    -2.9022    2    5
0.9    -2.80979    2    5
1    -2.77791    2    5
1.1    -2.80411    2    5
1.2    -2.8895    2    5
1.3    -3.04057    2    5
1.4    -3.27412    2    5
1.5    -3.6327    2    5
1.6    -4.25123    2    5
1.7    -6.31846    2    5
1.8    -4.56008    2    5
1.9    -3.8064    2    5
2    -3.40312    2    5
2.1    -3.13675    2    5
2.2    -2.94543    2    5
2.3    -2.80246    2    5
2.4    -2.69384    2    5
2.5    -2.61135    2    5
2.6    -2.54978    2    5
2.7    -2.50563    2    5
2.8    -2.47644    2    5
2.9    -2.46042    2    5
3    -2.45619    2    5
3.1    -2.46263    2    5
3.2    -2.47872    2    5
3.3    -2.50341    2    5
3.4    -2.53547    2    5
3.5    -2.57331    2    5
3.6    -2.61471    2    5
3.7    -2.65655    2    5
3.8    -2.69448    2    5
3.9    -2.72262    2    5
4    -2.73362    2    5
4.1    -2.71917    2    5
4.2    -2.67136    2    5
4.3    -2.58457    2    5
4.4    -2.45722    2    5
4.5    -2.29215    2    5
4.6    -2.0956    2    5
4.7    -1.87521    2    5
4.8    -1.63832    2    5
4.9    -1.39088    2    5
5    -1.13715    2    5
5.1    -0.879793    2    5
5.2    -0.620075    2    5
5.3    -0.358157    2    5
5.4    -0.0932749    2    5
5.5    0.17608    2    5
5.6    0.452002    2    5
5.7    0.736962    2    5
5.8    1.03352    2    5
5.9    1.34398    2    5
6    1.66994    2    5
6.1    2.01204    2    5
6.2    2.36975    2    5
6.3    2.74153    2    5
6.4    3.12522    2    5
6.5    3.51839    2    5
6.6    3.91876    2    5
6.7    4.32439    2    5
6.8    4.73375    2    5
6.9    5.14571    2    5
7    5.55944    2    5
7.1    5.97438    2    5
7.2    6.39014    2    5
7.3    6.80643    2    5
7.4    7.22309    2    5
7.5    7.63998    2    5
7.6    8.05704    2    5
7.7    8.4742    2    5
7.8    8.89143    2    5
7.9    9.3087    2    5
8    9.72601    2    5
8.1    10.1433    2    5
8.2    10.5607    2    5
8.3    10.978    2    5
8.4    11.3954    2    5
8.5    11.8127    2    5
8.6    12.2301    2    5
8.7    12.6474    2    5
8.8    13.0648    2    5
8.9    13.4821    2    5
9    13.8995    2    5
9.1    14.3169    2    5
9.2    14.7342    2    5
9.3    15.1516    2    5
9.4    15.5689    2    5
9.5    15.9863    2    5
9.6    16.4037    2    5
9.7    16.821    2    5
9.8    17.2384    2    5
9.9    17.6557    2    5
10    18.0731    2    5
10.1    18.4905    2    5
