0.05    -10.2196    1    3
0.1    -9.5316    1    3
0.15    -9.13473    1    3
0.2    -8.85903    1    3
0.25    -8.6512    1    3
0.3    -8.48745    1    3
0.35    -8.35505    1    3
0.4    -8.24634    1    3
0.45    -8.15633    1    3
0.5    -8.08158    1    3
0.55    -8.01957    1    3
0.6    -7.9684    1    3
0.65    -7.92656    1    3
0.7    -7.89286    1    3
0.75    -7.86628    1    3
0.8    -7.84598    1    3
0.85    -7.8312    1    3
0.9    -7.8213    1    3
0.95    -7.81568    1    3
1    -7.81382    1    3
1.05    -7.81522    1    3
1.1    -7.81944    1    3
1.15    -7.82605    1    3
1.2    -7.83466    1    3
1.25    -7.8449    1    3
1.3    -7.85644    1    3
1.35    -7.86895    1    3
1.4    -7.88213    1    3
1.45    -7.8957    1    3
1.5    -7.9094    1    3
1.55    -7.92298    1    3
1.6    -7.93623    1    3
1.65    -7.94892    1    3
1.7    -7.96088    1    3
1.75    -7.97193    1    3
1.8    -7.9819    1    3
1.85    -7.99066    1    3
1.9    -7.99806    1    3
1.95    -8.004    1    3
2    -8.00836    1    3
2.05    -8.01104    1    3
2.1    -8.01196    1    3
2.15    -8.01104    1    3
2.2    -8.00819    1    3
2.25    -8.00337    1    3
2.3    -7.9965    1    3
2.35    -7.98754    1    3
2.4    -7.97642    1    3
2.45    -7.96311    1    3
2.5    -7.94756    1    3
2.55    -7.92973    1    3
2.6    -7.90957    1    3
2.65    -7.88706    1    3
2.7    -7.86215    1    3
2.75    -7.83482    1    3
2.8    -7.80503    1    3
2.85    -7.77275    1    3
2.9    -7.73796    1    3
2.95    -7.70063    1    3
3    -7.66073    1    3
3.05    -7.61825    1    3
3.1    -7.57317    1    3
3.15    -7.52546    1    3
3.2    -7.47513    1    3
3.25    -7.42215    1    3
3.3    -7.36653    1    3
3.35    -7.30826    1    3
3.4    -7.24734    1    3
3.45    -7.1838    1    3
3.5    -7.11763    1    3
3.55    -7.04887    1    3
3.6    -6.97753    1    3
3.65    -6.90366    1    3
3.7    -6.82729    1    3
3.75    -6.74848    1    3
3.8    -6.66728    1    3
3.85    -6.58376    1    3
3.9    -6.49799    1    3
3.95    -6.41005    1    3
4    -6.32005    1    3
4.05    -6.22807    1    3
4.1    -6.13424    1    3
4.15    -6.03868    1    3
4.2    -5.94151    1    3
4.25    -5.84288    1    3
4.3    -5.74293    1    3
4.35    -5.64183    1    3
4.4    -5.53974    1    3
4.45    -5.43683    1    3
4.5    -5.33329    1    3
4.55    -5.22931    1    3
4.6    -5.12509    1    3
4.65    -5.02082    1    3
4.7    -4.91672    1    3
4.75    -4.813    1    3
4.8    -4.70987    1    3
4.85    -4.60755    1    3
4.9    -4.50626    1    3
4.95    -4.40623    1    3
5    -4.30768    1    3
5.05    -4.21083    1    3
5.1    -4.1159    1    3
5.15    -4.02311    1    3
5.2    -3.93268    1    3
5.25    -3.84482    1    3
5.3    -3.75975    1    3
5.35    -3.67766    1    3
5.4    -3.59875    1    3
5.45    -3.52321    1    3
5.5    -3.45122    1    3
5.55    -3.38297    1    3
5.6    -3.31861    1    3
5.65    -3.2583    1    3
5.7    -3.20218    1    3
5.75    -3.1504    1    3
5.8    -3.10307    1    3
5.85    -3.06031    1    3
5.9    -3.02222    1    3
5.95    -2.98887    1    3
6    -2.96036    1    3
6.05    -2.93673    1    3
6.1    -2.91804    1    3
6.15    -2.90433    1    3
6.2    -2.89562    1    3
6.25    -2.89191    1    3
6.3    -2.89321    1    3
